file_rel,part_index,kind,speaker,jp,en
f02_010_115_00_t003.spt,1225,dialogue,ミオ,ゼンカぁ？,She has done this before?
f02_010_115_00_t003.spt,1230,label,,ミオ,Mio
f02_010_115_00_t003.spt,1239,dialogue,ミオ,あいつ前からわたしと,"She's been jealous of my relationship with "
f02_010_115_00_t003.spt,1241,label,,の仲に,"friendship,"
f02_010_115_00_t003.spt,1244,dialogue,ミオ,嫉妬してコンビ解消させようとしてたから。,"for a while now and wants to break us up."
f02_010_115_00_t003.spt,1252,dialogue,ミオ,なのにうまくいかないものだから,"But since that didn't work out,"
f02_010_115_00_t003.spt,1255,dialogue,ミオ,とうとう実力行使に出たんだと思う。,I think she finally resorted to force.
f02_010_115_00_t003.spt,1266,dialogue,ミオ,はあ。,Sigh.
f02_010_115_00_t003.spt,1278,label,,ミオ,Mio
f02_010_115_00_t003.spt,1287,dialogue,ミオ,まったく、しつこいったらありゃしない。,"Honestly, she's just relentless."
f02_010_115_00_t003.spt,1295,dialogue,ミオ,わたしたちをアイドル部から追い出しただけじゃ,"It's not enough that she kicked us out of the idol club,"
f02_010_115_00_t003.spt,1298,dialogue,ミオ,満足できず、いつまでもネチネチつけねらうとか。,but now she's constantly picking on us.
f02_010_115_00_t003.spt,1313,dialogue,ミオ,学院に自分より断然かわいい子がいることが,Is it really that hard
f02_010_115_00_t003.spt,1316,dialogue,ミオ,そんなに許せないのかしらね～　はぁやだやだ。,"to accept I'm cuter than her? Ugh, I hate it."
f02_010_115_00_t003.spt,1335,dialogue,ミオ,ん？,Huh?
f02_010_115_00_t003.spt,1338,dialogue,ミオ,てことは…,So that means...
f02_010_115_00_t003.spt,1346,dialogue,ミオ,ミオ,Mio
f02_010_115_00_t003.spt,1349,dialogue,ミオ,元アイドル部なの？,you used to be in the idol club?
f02_010_115_00_t003.spt,1354,label,,ミオ,Mio
f02_010_115_00_t003.spt,1363,dialogue,ミオ,だったらなに？,So what?
f02_010_115_00_t003.spt,1374,dialogue,ミオ,元ってことは、つまり――,"So in other words-"
f02_010_115_00_t003.spt,1379,label,,ミオ,Mio
f02_010_115_00_t003.spt,1388,dialogue,ミオ,どうでもいいでしょそんなこと。,Who cares about that?
f02_010_115_00_t003.spt,1391,dialogue,ミオ,それより、まだ質問に答えてもらってないわ。,"Besides, you still haven't answered my question."
f02_010_115_00_t003.spt,1399,dialogue,ミオ,引き受けてくれるの？,Will you take it on?
f02_010_115_00_t003.spt,1402,dialogue,ミオ,くれないの？,Or not?
f02_010_115_00_t004_1.spt,1140,dialogue,ミオ,…わかったよ。,...Got it.
f02_010_115_00_t004_1.spt,1145,label,,ミオ,Mio
f02_010_115_00_t004_1.spt,1154,dialogue,ミオ,そう？,Really?
f02_010_115_00_t004_1.spt,1157,dialogue,ミオ,ま、当然よね。,"Well, of course."
f02_010_115_00_t004_1.spt,1173,dialogue,ミオ,ただし条件がある。,"However, there is a condition."
f02_010_115_00_t004_1.spt,1184,label,,ミオ,Mio
f02_010_115_00_t004_1.spt,1195,dialogue,ミオ,は？,Huh?
f02_010_115_00_t004_2.spt,1126,dialogue,ミオ,…やめとく。,...I'll pass.
f02_010_115_00_t004_2.spt,1131,label,,ミオ,Mio
f02_010_115_00_t004_2.spt,1140,dialogue,ミオ,なんでよっ。,Why not?
f02_010_115_00_t004_2.spt,1151,dialogue,ミオ,気が乗らない。,I don't feel like it.
f02_010_115_00_t004_2.spt,1159,dialogue,ミオ,それにオレ探検部だもん。,"Besides, I'm in the Exploration Club. Finding"
f02_010_115_00_t004_2.spt,1162,dialogue,ミオ,犯人探しなんて関係ないし、…たぶん。,the culprit isn't my problem...probably.
f02_010_115_00_t004_2.spt,1167,label,,ミオ,Mio
f02_010_115_00_t004_2.spt,1176,dialogue,ミオ,それじゃわたしの,"So, you're saying you don't care"
f02_010_115_00_t004_2.spt,1178,label,,が,what
f02_010_115_00_t004_2.spt,1181,dialogue,ミオ,どうなってもいいってわけ？,"what happens to "
f02_010_115_00_t004_2.spt,1190,label,,がひどい目にあわされたら,"If something terrible happens to "
f02_010_115_00_t004_2.spt,1193,dialogue,ミオ,あんたが責任とってくれるわけっ？,you're gonna take responsibility?
f02_010_115_00_t004_2.spt,1204,dialogue,ミオ,なんでそうなるんだよっ。,Why'd it have to turn out like this?
f02_010_115_00_t004_2.spt,1212,dialogue,ミオ,だいたいオレまだ、入部したばっかだぞ。,"I just joined the club, for crying out loud."
f02_010_115_00_t004_2.spt,1215,dialogue,ミオ,勝手にそんなの決められないよ。,I can't just decide that on my own.
f02_010_115_00_t004_2.spt,1223,dialogue,ミオ,頼むなら、部長にでも直接相談してよ。,"If you need help, talk to the club president directly."
f02_010_115_00_t004_2.spt,1226,dialogue,ミオ,そしたらオレも――,Then I could at least-
f02_010_115_00_t004_2.spt,1242,dialogue,ミオ,いいよー。,Sure.
f02_010_115_00_t004_2.spt,1261,dialogue,ミオ,ん？,Huh?
f02_010_115_00_t004_2.spt,1277,dialogue,ミオ,ただし条件がある。,"However, there is a condition."
f02_010_115_00_t005.spt,1039,dialogue,,部長また…,The club president again...
f02_010_115_00_t005.spt,1051,label,,ミオ,Mio
f02_010_115_00_t005.spt,1060,dialogue,探検部長：クニギク,条件ってなによ。,What's the condition?
f02_010_115_00_t005.spt,1069,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t005.spt,1078,dialogue,探検部長：クニギク,ぼくらがきみのパートナーを見つけたら,If we find your partner
f02_010_115_00_t005.spt,1081,dialogue,探検部長：クニギク,探検部に入ること。,you'll join the Exploration Club.
f02_010_115_00_t005.spt,1095,label,,ミオ,Mio
f02_010_115_00_t005.spt,1104,dialogue,探検部長：クニギク,は？,Huh?
f02_010_115_00_t005.spt,1111,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t005.spt,1120,dialogue,ミオ,だってきみ,Because you're not
f02_010_115_00_t005.spt,1123,dialogue,ミオ,どこの部にも入ってないんでしょ？,"in any clubs, right?"
f02_010_115_00_t005.spt,1131,dialogue,ミオ,いつまでも無所属でいると,"If you stay unaffiliated forever,"
f02_010_115_00_t005.spt,1134,dialogue,ミオ,立場的に苦しくなっていくばかりだよ。,your position will only get more difficult.
f02_010_115_00_t005.spt,1142,dialogue,ミオ,ウチに入れば、その点でも安心だし,"If you join ours, you'll be set in that regard"
f02_010_115_00_t005.spt,1145,dialogue,ミオ,こっちも部員ゲットで、一石二鳥じゃないの。,"and we'd get a new member, two for one?"
f02_010_115_00_t005.spt,1153,dialogue,ミオ,いやいや、パートナーも見つかって一石三鳥か。,"No, no, you'd find your partner too, so it's"
f02_010_115_00_t005.spt,1156,dialogue,ミオ,お得でしょ～。,"three for one. Pretty sweet deal, huh?"
f02_010_115_00_t005.spt,1169,label,,ミオ,Mio
f02_010_115_00_t005.spt,1178,dialogue,ミオ,いいけど別に。,"Fine, whatever."
f02_010_115_00_t005.spt,1192,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t005.spt,1201,dialogue,探検部長：クニギク,よしよしよし。,"Alright, alright, alright."
f02_010_115_00_t005.spt,1204,dialogue,探検部長：クニギク,それじゃあ、と…,"Well then..."
f02_010_115_00_t005.spt,1215,dialogue,探検部長：クニギク,さあ、張り切って調査しようか,"Let's get to work and start the investigation!"
f02_010_115_00_t005.spt,1219,label,,くん。,-kun.
f02_010_115_00_t005.spt,1227,dialogue,探検部長：クニギク,あれ部長。,"Hey, president."
f02_010_115_00_t005.spt,1230,dialogue,探検部長：クニギク,さっき大事な会議がどうとか、言ってませんでした？,Were't you in some important meeting?
f02_010_115_00_t005.spt,1235,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t005.spt,1241,dialogue,探検部長：クニギク,気が変わった。,I've changed my mind. This looks
f02_010_115_00_t005.spt,1244,dialogue,探検部長：クニギク,おもしろそうだから、やっぱりぼくも参加するよ～。,"interesting, so I guess I'll join too～."
f02_010_115_00_t006.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t006.spt,1035,dialogue,探検部長：クニギク,さてと、まずは人探しの基本,"To start, the basics of finding someone:"
f02_010_115_00_t006.spt,1038,dialogue,探検部長：クニギク,聞き込み調査から――,starting with door-to-door inquiries―
f02_010_115_00_t007.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_010_115_00_t007.spt,1035,dialogue,探検部長：クニギク,と、その前にいろいろ説明しないとか…,"Well, before that, I need to explain a
few things..."
f02_010_115_00_t007.spt,1046,dialogue,探検部長：クニギク,うん、先に探検部に行こう。,"Yeah, let's head to the Exploration Club first."
f02_010_115_00_t007.spt,1049,dialogue,探検部長：クニギク,探検部で待ってるよ。,I'll be waiting at the Exploration Club.
f02_015_161_00_t011.spt,1010,dialogue,,お待たせしました！,Sorry to keep you waiting!
f02_015_161_00_t011.spt,1027,dialogue,,…て、あれ？,...Huh?
f02_015_161_00_t012.spt,1035,dialogue,,なにしてるんですか？,What are you doing?
f02_015_161_00_t012.spt,1045,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t012.spt,1051,dialogue,探検部長：クニギク,ちょっとね。パーツボックスの整頓をね。,"Just a little organizing of the parts box."
f02_015_161_00_t012.spt,1054,dialogue,探検部長：クニギク,これからはきみも使うんだし――,Since you'll be using it from now on too―
f02_015_161_00_t012.spt,1062,dialogue,探検部長：クニギク,と、その前にスマホ登録が必要なんだった。,"But first, I need to register your phone."
f02_015_161_00_t012.spt,1065,dialogue,探検部長：クニギク,仲間データアプリで探検部に登録して――,Registering with the Exploration Club―
f02_015_161_00_t013.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t013.spt,1035,dialogue,探検部長：クニギク,うん、これで部員のプロフィールが見られるね。,"Yeah, now you can see the members' profiles."
f02_015_161_00_t013.spt,1038,dialogue,探検部長：クニギク,あんまり大したことは書いてないけどね。,Nothing too special is written there though.
f02_015_161_00_t013.spt,1046,dialogue,探検部長：クニギク,ついでにネットワークアプリも入れといた。,I also added a network app while I was at it.
f02_015_161_00_t013.spt,1049,dialogue,探検部長：クニギク,これからはネットで通信ロボトルもできちゃうよ。,Now you can even do online robattles.
f02_015_161_00_t021.spt,1031,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t021.spt,1042,dialogue,探検部長：クニギク,ま、こんなもんかな。,"Well, that's about it."
f02_015_161_00_t021.spt,1045,dialogue,探検部長：クニギク,はいオッケーと。,"Alright, okay."
f02_015_161_00_t021.spt,1063,dialogue,探検部長：クニギク,というわけで、これがパーツボックスね。,"So, this is the parts box. It has a "
f02_015_161_00_t021.spt,1066,dialogue,探検部長：クニギク,パーツを部員同士で共有する機能がある。,feature for sharing parts among club members.
f02_015_161_00_t021.spt,1074,dialogue,探検部長：クニギク,部活動で使うパーツはこの中に入れておいて、,"Keep the parts used for club activities here,"
f02_015_161_00_t021.spt,1077,dialogue,探検部長：クニギク,ロボトルする直前に転送してみんなで利用するんだ。,and then transfer them before a robattle.
f02_015_161_00_t021.spt,1085,dialogue,探検部長：クニギク,入手したパーツはこの中に自動で転送されるから、,"Acquired parts are automatically stored here,"
f02_015_161_00_t021.spt,1088,dialogue,探検部長：クニギク,箱の前でなにかする必要はないよ。,so you don't need to do anything at the box.
f02_015_161_00_t021.spt,1096,dialogue,探検部長：クニギク,それとあと、えーっと…,"And then, um..."
f02_015_161_00_t021.spt,1104,dialogue,探検部長：クニギク,はい、おこづかい。,Here's your allowance.
f02_015_161_00_t021.spt,1112,dialogue,探検部長：クニギク,…え？,...Huh?
f02_015_161_00_t022.spt,1034,dialogue,探検部長：クニギク,イチマンエン！,Ten thousand yen!
f02_015_161_00_t022.spt,1039,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t022.spt,1045,dialogue,探検部長：クニギク,部費だよ。,It's club funds.
f02_015_161_00_t022.spt,1048,dialogue,探検部長：クニギク,新入部員の準備費用。,New member preparation expenses.
f02_015_161_00_t022.spt,1056,dialogue,探検部長：クニギク,いいんですか？,Is that okay?
f02_015_161_00_t022.spt,1061,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t022.spt,1067,dialogue,探検部長：クニギク,もちろんですよ、はっはっは。,"Of course, hahaha. You're a full-fledged"
f02_015_161_00_t022.spt,1070,dialogue,探検部長：クニギク,きみももうリッパな探検部の一員だからねー。,"member of the Exploration Club now, after all."
f02_015_161_00_t022.spt,1078,dialogue,探検部長：クニギク,さあ、その１万円を握りしめて,"Now, grab that 10,000 yen and head to"
f02_015_161_00_t022.spt,1081,dialogue,探検部長：クニギク,校舎の中にある購買に行くといい。,the school store inside the building.
f02_015_161_00_t022.spt,1089,dialogue,探検部長：クニギク,といっても、アクティビティレベルの低いうちは,"That said, while your activity level is still low,"
f02_015_161_00_t022.spt,1092,dialogue,探検部長：クニギク,買えるものも少ないと思うけどね。,you won't find much you can buy.
f02_015_161_00_t023.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t023.spt,1035,dialogue,探検部長：クニギク,そうそう、パーツ転送といえば…,"Oh yeah, speaking of part transfers..."
f02_015_161_00_t023.spt,1038,dialogue,探検部長：クニギク,トランスパーツは使ってる？,Are you using trans-parts?
f02_015_161_00_t023.spt,1046,dialogue,探検部長：クニギク,トランスパーツ…ですか？,Trans-parts...hmmm?
f02_015_161_00_t023.spt,1051,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t023.spt,1057,dialogue,探検部長：クニギク,ロボトル中のメダロットにパーツを転送する機能さ。,You can transfer parts during robattles.
f02_015_161_00_t023.spt,1060,dialogue,探検部長：クニギク,最新の公式ルールで採用されたやつ。,It was adopted in the latest official rules.
f02_015_161_00_t023.spt,1068,dialogue,探検部長：クニギク,転送できるのはロボトル中にいちど、リーダーだけ。,You can transfer to the leader once a robattle.
f02_015_161_00_t023.spt,1071,dialogue,探検部長：クニギク,あらかじめ設定したＥＸパーツに限るけどね。,"And it's limited to pre-set EX parts, though."
f02_015_161_00_t031.spt,1031,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t031.spt,1042,dialogue,探検部長：クニギク,わかった？,Got it?
f02_015_161_00_t031.spt,1062,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t031.spt,1068,dialogue,探検部長：クニギク,だいじょぶだいじょぶ。,"Don't worry, it's okay."
f02_015_161_00_t031.spt,1076,dialogue,探検部長：クニギク,今はピンと来なくても使ってるうちに,"Even if it you don't understand right away,"
f02_015_161_00_t031.spt,1079,dialogue,探検部長：クニギク,なんとな～くわかるようになるからさ。,you'll start to get the hang of it.
f02_015_161_00_t031.spt,1087,dialogue,探検部長：クニギク,は、はあ…,Haahhh...
f02_015_161_00_t031.spt,1092,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_015_161_00_t031.spt,1098,dialogue,探検部長：クニギク,じゃちょっと練習してみようか。,Let's try practicing a little.
f02_015_161_00_t031.spt,1101,dialogue,探検部長：クニギク,ついてきて。,Follow me.
f02_016_162_00_t011.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_016_162_00_t011.spt,1035,dialogue,探検部長：クニギク,さて、ロボトルできそうなメダロットは～,"Now then, which Medabot seems ready
for a robattle?"
f02_016_162_00_t012.spt,1038,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_016_162_00_t012.spt,1049,dialogue,探検部長：クニギク,うん、こんなもんだね。,"Hmm, that's about it."
f02_016_162_00_t012.spt,1057,dialogue,探検部長：クニギク,さて行こうか。,"Well, let's get going."
f02_016_162_00_t012.spt,1060,dialogue,探検部長：クニギク,なんだっけ、ええと。,What was it again? Hmmm.
f02_016_162_00_t012.spt,1068,dialogue,探検部長：クニギク,…聞き込み調査？,...Canvassing?
f02_016_162_00_t012.spt,1080,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_016_162_00_t012.spt,1086,dialogue,探検部長：クニギク,それそれ。,That's right.
f02_016_162_00_t012.spt,1094,dialogue,探検部長：クニギク,メダロット誘拐犯を探すんだよね。,"We're looking for the Medabot kidnapper."
f02_016_162_00_t012.spt,1097,dialogue,探検部長：クニギク,アイドル部の女の子が怪しいんだっけ。,"The girl from the idol club is the suspect."
f02_016_162_00_t012.spt,1105,dialogue,探検部長：クニギク,さあ行こう。,Let's go.
f02_020_163_00_t001.spt,1026,label,,ラウリ,Lauri
f02_020_163_00_t001.spt,1037,dialogue,ラウリ,ストップ！　きみたち！,Stop! You lot!
f02_020_163_00_t002.spt,1027,label,,ラウリ,Lauri
f02_020_163_00_t002.spt,1038,dialogue,ラウリ,悪いんだけど彼女、通しで練習中なの。,"Sorry, but she's practicing her whole routine"
f02_020_163_00_t002.spt,1041,dialogue,ラウリ,ジャマしないであげてくれる？,right now. Could you please not disturb her?
f02_020_163_10_t001.spt,1027,label,,ラウリ,Lauri
f02_020_163_10_t001.spt,1038,dialogue,ラウリ,は～い、そこまで！,"Okay, that's enough!"
f02_020_163_10_t002.spt,1034,label,,ラウリ,Lauri
f02_020_163_10_t002.spt,1045,dialogue,ラウリ,おつかれアオイ！　フローラ！,"Good job, Aoi! Flora!"
f02_020_163_10_t002.spt,1057,label,,アオイ,Aoi
f02_020_163_10_t002.spt,1063,dialogue,アオイ,…ふう。,...Phew.
f02_020_163_10_t002.spt,1073,label,,ラウリ,Lauri
f02_020_163_10_t002.spt,1079,dialogue,アオイ,ん～、今日はいまいちキレないねえ。,"Hmm, I'm not really bringing your A-game"
f02_020_163_10_t002.spt,1082,dialogue,アオイ,らしくないけど、どしたの？,today. That's not like you at all. What's up?
f02_020_163_10_t002.spt,1089,label,,アオイ,Aoi
f02_020_163_10_t002.spt,1095,dialogue,ラウリ,い、いえ…　あ。,"N-no...Ah."
f02_020_163_10_t002.spt,1103,dialogue,ラウリ,きっと昨日よく眠れなくて、それで…,"I must not have slept well last night, so..."
f02_020_163_10_t002.spt,1106,dialogue,ラウリ,寝ぶそくのせいだと思います。すみません！,It's because I didn't get enough sleep. Sorry!
f02_020_163_10_t002.spt,1113,label,,ラウリ,Lauri
f02_020_163_10_t002.spt,1119,dialogue,ラウリ,そう？　だったらいいけどさ。,"Oh? Well, that's fine then."
f02_020_163_10_t002.spt,1122,dialogue,ラウリ,気分わるいなら、ちゃんと言うんだよ。,"If you're not feeling well, let me know."
f02_020_163_10_t002.spt,1136,label,,アオイ,Aoi
f02_020_163_10_t002.spt,1142,dialogue,アオイ,はい。,Yes.
f02_020_163_10_t002.spt,1145,dialogue,アオイ,ありがとうございます部長！,"Thank you, manager!"
f02_030_163_00_t001.spt,1024,label,,アオイ,Aoi
f02_030_163_00_t001.spt,1035,dialogue,アオイ,…ふう。,...Phew.
f02_030_163_00_t001.spt,1046,dialogue,アオイ,あら？,Oh?
f02_030_163_00_t002.spt,1046,dialogue,,こ、こんにちは。,H-hello.
f02_030_163_00_t002.spt,1054,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_00_t002.spt,1060,dialogue,探検部長：クニギク,きみ、アオイさんだよね？,"You're Aoi-san, right?"
f02_030_163_00_t002.spt,1074,label,,アオイ,Aoi
f02_030_163_00_t002.spt,1083,dialogue,アオイ,はい、そうですけど。,"Yes, that's right."
f02_030_163_00_t002.spt,1093,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_00_t002.spt,1102,dialogue,アオイ,ちょっと聞きたいことがあってさ。,I've got something I want to ask you.
f02_030_163_00_t002.spt,1105,dialogue,アオイ,いいかな？,Is that okay?
f02_030_163_00_t002.spt,1112,label,,アオイ,Aoi
f02_030_163_00_t002.spt,1121,dialogue,探検部長：クニギク,なんでしょうか。,What is it?
f02_030_163_00_t002.spt,1128,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_00_t002.spt,1138,label,,って知ってる？,"Do you know "
f02_030_163_00_t002.spt,1145,label,,アオイ,Aoi
f02_030_163_00_t102.spt,1046,dialogue,アオイ,こ、こんにちは。,H-hello.
f02_030_163_00_t102.spt,1051,label,,アオイ,Aoi
f02_030_163_00_t102.spt,1060,dialogue,アオイ,はい、こんにちは。,Yes, hello.
f02_030_163_00_t102.spt,1071,dialogue,アオイ,あの…,Um...
f02_030_163_00_t102.spt,1089,dialogue,アオイ,あっ。,Oh no.
f02_030_163_00_t102.spt,1097,dialogue,アオイ,しまった,Darn it.
f02_030_163_00_t102.spt,1100,dialogue,アオイ,先に部室来るよう部長に言われてたんだった…,I'm supposed to go to the clubroom first...
f02_030_163_00_t102.spt,1108,dialogue,アオイ,すいません、また来ます！,"I'm sorry, I'll be back later!"
f02_030_163_00_t102.spt,1113,label,,アオイ,Aoi
f02_030_163_10_t001.spt,1033,label,,アオイ,Aoi
f02_030_163_10_t001.spt,1044,dialogue,アオイ,あ、ごめんなさい。,"Oh, I'm sorry. It was"
f02_030_163_10_t001.spt,1048,label,,でしたね。, wasn't?
f02_030_163_10_t001.spt,1063,dialogue,探検部長：クニギク,はい、もちろん知ってます。,"Yes, of course I know."
f02_030_163_10_t001.spt,1066,dialogue,探検部長：クニギク,ミオのパートナーですよね。,"She's Mio's partner, right?"
f02_030_163_10_t001.spt,1074,dialogue,探検部長：クニギク,彼女がどうしたんですか？,What happened to her?
f02_030_163_10_t001.spt,1081,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_10_t001.spt,1090,dialogue,アオイ,うん実はね。,"Well, actually..."
f02_030_163_10_t001.spt,1098,dialogue,アオイ,行方不明になっちゃったんだ。,She went missing.
f02_030_163_10_t001.spt,1105,label,,アオイ,Aoi
f02_030_163_10_t001.spt,1114,dialogue,探検部長：クニギク,そう、なんです,"Yes, that's right."
f02_030_163_10_t001.spt,1122,dialogue,探検部長：クニギク,か？,?
f02_030_163_10_t001.spt,1129,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_10_t001.spt,1138,dialogue,探検部長：クニギク,うん。,Yeah.
f02_030_163_10_t001.spt,1146,dialogue,探検部長：クニギク,ミオくん、,"You're good friends with Mio-kun and "
f02_030_163_10_t001.spt,1148,label,,と仲良しでしょ。,", right?"
f02_030_163_10_t001.spt,1151,dialogue,アオイ,ものすごく心配していてね。,I'm really worried about her.
f02_030_163_10_t001.spt,1159,dialogue,アオイ,昨日から一睡もしてないし,"She hasn't slept at all since yesterday"
f02_030_163_10_t001.spt,1162,dialogue,アオイ,食事もノドを通らないみたいで,and she can't seem to eat anything either.
f02_030_163_10_t001.spt,1170,dialogue,アオイ,このままだと、倒れてしまうんじゃないかと,"I'm worried she'll collapse"
f02_030_163_10_t001.spt,1173,dialogue,アオイ,心配でねえ。,if things continue like this.
f02_030_163_10_t001.spt,1186,label,,アオイ,Aoi
f02_030_163_10_t001.spt,1212,dialogue,アオイ,わかりました。,"Understood. If I find out anything,"
f02_030_163_10_t001.spt,1215,dialogue,アオイ,もしなにかわかったら、すぐにお知らせします。,"I'll let you know right away."
f02_030_163_10_t001.spt,1229,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_10_t001.spt,1238,dialogue,アオイ,頼むよ。,Please.
f02_030_163_10_t001.spt,1241,dialogue,アオイ,それとあと――,And also―
f02_030_163_10_t001.spt,1248,label,,アオイ,Aoi
f02_030_163_10_t001.spt,1257,dialogue,アオイ,失礼します。,Excuse me.
f02_030_163_10_t002.spt,1039,dialogue,,行っちゃった…,And she's gone...
f02_030_163_10_t002.spt,1054,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_030_163_10_t002.spt,1060,dialogue,探検部長：クニギク,実にわかりやすい反応だね。,That's a really straightforward reaction.
f02_040_150_00_t001.spt,1024,label,,ネネ,Nene
f02_040_150_00_t001.spt,1035,dialogue,ネネ,アオイ？,Aoi? Yeah, I know her.
f02_040_150_00_t001.spt,1038,dialogue,ネネ,うん知ってる、いっしょのクラスだもん。,"We're in the same class."
f02_040_150_00_t001.spt,1046,dialogue,ネネ,さっきすれ違ったばっかだよ。,I just passed her by a moment ago.
f02_040_150_00_t001.spt,1049,dialogue,ネネ,寮に戻ってきたとこじゃないかな？,Maybe she just got back to the dorms?
f02_040_150_00_t001.spt,1060,dialogue,ネネ,寮？,Dorms?
f02_040_150_00_t001.spt,1065,label,,ネネ,Nene
f02_040_150_00_t001.spt,1074,dialogue,ネネ,え？　女子寮だけど…,"Huh? But it's a girls' dorms..."
f02_040_150_00_t001.spt,1085,dialogue,ネネ,あるんだ女子寮！,This is a girls' dorms!
f02_040_150_00_t001.spt,1090,label,,ネネ,Nene
f02_040_150_00_t001.spt,1107,dialogue,ネネ,当たり前でしょ？,Isn't that obvious?
f02_040_150_05_t011.spt,1024,label,,ネネ,Nene
f02_040_150_05_t011.spt,1035,dialogue,ネネ,ちょっと！,Hey!
f02_040_150_05_t012.spt,1024,label,,ネネ,Nene
f02_040_150_05_t012.spt,1035,dialogue,ネネ,どこ行くの？,Where are you going?
f02_040_150_05_t012.spt,1046,dialogue,ネネ,え,Huh?
f02_040_150_05_t012.spt,1049,dialogue,ネネ,とくにドコってわけじゃないんだけど…,Not anywhere in particular...
f02_040_150_05_t012.spt,1057,dialogue,ネネ,人を探してるんだ。,I'm looking for someone.
f02_040_150_05_t012.spt,1065,dialogue,ネネ,アオイさんっていう,A girl named Aoi
f02_040_150_05_t012.spt,1068,dialogue,ネネ,１年生の女の子なんだけど、きみ知ってる？,a 1st year girl. Do you know her?
f02_040_150_05_t012.spt,1073,label,,ネネ,Nene
f02_040_150_05_t012.spt,1082,dialogue,ネネ,…アオイ？,...Aoi? Of course I know her.
f02_040_150_05_t012.spt,1085,dialogue,ネネ,もちろん知ってる。いっしょのクラスだもん。,We're in the same class.
f02_040_150_05_t012.spt,1093,dialogue,ネネ,さっきすれ違ったばっかだよ。,I just passed her by a moment ago.
f02_040_150_05_t012.spt,1096,dialogue,ネネ,寮に戻ってきたとこじゃないかな？,Maybe she just got back to the dorms?
f02_040_150_05_t012.spt,1107,dialogue,ネネ,寮？,Dorm?
f02_040_150_05_t012.spt,1112,label,,ネネ,Nene
f02_040_150_05_t012.spt,1121,dialogue,ネネ,え？　女子寮だけど…,"Huh? But it's a girls' dorms..."
f02_040_150_05_t012.spt,1132,dialogue,ネネ,あるんだ女子寮！,This is a girls' dorm!
f02_040_150_05_t012.spt,1137,label,,ネネ,Nene
f02_040_150_05_t012.spt,1154,dialogue,ネネ,当たり前でしょ？,Of course! Or were you seriously
f02_040_150_05_t012.spt,1162,dialogue,ネネ,ていうか、知らないで行こうとしてたの？,going to go in without knowing?
f02_040_150_05_t012.spt,1165,dialogue,ネネ,なんだ、てっきりノゾキかと思った。,What? Are you here to peep on girls?
f02_040_150_10_t001.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_040_150_10_t001.spt,1035,dialogue,探検部長：クニギク,おいおい,"Hey, hey"
f02_040_150_10_t001.spt,1037,label,,くん,-kun
f02_040_150_10_t001.spt,1040,dialogue,探検部長：クニギク,どこ行くの。,Where are you going?
f02_040_150_10_t001.spt,1048,dialogue,探検部長：クニギク,え、ダメなんですか？,Huh? Is that not okay?
f02_040_150_10_t001.spt,1053,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f02_040_150_10_t001.spt,1059,dialogue,探検部長：クニギク,ダメではないよ。それはそれで、おもしろそうだ。,It's not a bad idea. That sounds interesting.
f02_040_150_10_t001.spt,1062,dialogue,探検部長：クニギク,でも今は忙しいからね、あとにしよう。,"But I'm busy right now, so let's do it later."
f02_040_150_10_t002.spt,1009,dialogue,,やめとこ。,Let's forget about this for now.
f02_040_150_20_t001.spt,1024,label,,探検部長：クニギク,Exploration Club President: Kunigiku
